Date,AMGN,REGN,JNJ,IBB
3/7/2019,181.46,402.64,138.24,109.14
3/8/2019,180.87,412.05,138.06,108.61
3/11/2019,184.14,417.62,138.56,110.93
3/12/2019,184.18,409.01,139.18,111.84
3/13/2019,187.35,407.5,139.41,113.3
3/14/2019,187.76,414.47,138.02,112.99
3/15/2019,191.24,407.6,137.6,114.2
3/18/2019,191.31,406.99,137.17,113.92
3/19/2019,191.49,405.5,138.44,113.85
3/20/2019,191.12,402.59,137.29,113.18
3/21/2019,191.89,391.8,138.1,111.97
3/22/2019,186.7,395,136.91,108.17
3/25/2019,186.59,405.62,136.61,108.32
3/26/2019,188.27,402.87,138.57,110.33
3/27/2019,186.32,404.83,138.7,108.8
3/28/2019,187.65,410.62,138.88,109.46
3/29/2019,189.98,410.05,139.79,111.8
4/1/2019,191.77,414.82,138.98,111.91
4/2/2019,192.43,407,137.71,112.82
4/3/2019,192.92,406.53,137.17,113.49
4/4/2019,192.33,408.94,135.57,113.03
4/5/2019,195.41,401.26,136.18,114.93
4/8/2019,194.88,395.73,136.14,114.44
4/9/2019,192.98,408.23,135.57,112.6
4/10/2019,193.89,393.48,135.58,113.84
4/11/2019,192.11,382.94,135.21,111.9
4/12/2019,191.42,375.5,135.98,111.05
4/15/2019,191.2,367.69,136.52,110.49
4/16/2019,188.05,342.97,138.02,109.39
4/17/2019,182.47,333.34,138.52,105.14
4/18/2019,177.47,334.03,137.52,104.54
4/22/2019,176.36,344.14,137.83,104.59
4/23/2019,179.76,340.46,139.9,106.8
4/24/2019,178.3,349.99,139.2,105.64
4/25/2019,180.48,343.66,139.65,106.71
4/26/2019,181.47,344.15,140.39,107.4
4/29/2019,181.17,343.14,139.84,107.31
4/30/2019,179.32,340.79,141.2,106.42
5/1/2019,176.14,335.41,141.95,105.56
5/2/2019,176.5,336.89,141.28,105.98
5/3/2019,177.31,344.23,142.01,107.91
5/6/2019,177.06,322.4,142.09,108.83
5/7/2019,173.87,329,139.97,105.63
5/8/2019,172.15,324.17,139.79,105.59
5/9/2019,172.87,312.86,138.73,105.34
5/10/2019,171.85,305.15,139.05,105
5/13/2019,167.6,304.62,137.2,101.32
5/14/2019,167.81,305.85,136.82,102.44
5/15/2019,169.87,308.04,136.91,103.37
5/16/2019,169.92,304.94,138.21,104.44
5/17/2019,169.91,302.57,138.61,103.77
5/20/2019,168.39,309.95,138.42,102.32
5/21/2019,169.69,320.09,138.12,104.35
5/22/2019,171.3,315.26,138.76,104.68
5/23/2019,172.11,312.56,139.79,103.77
5/24/2019,171.28,307.93,138.85,104.2
5/28/2019,168.85,307.78,137.07,102.9
5/29/2019,169.18,307.96,131.33,101.75
5/30/2019,169.04,301.72,132.11,101.79
5/31/2019,166.7,303.95,131.15,99.98
6/3/2019,172.36,302.06,131.44,101.06
6/4/2019,174.73,300,133.73,103.01
6/5/2019,174.55,299.6,134.38,103.18
6/6/2019,174.45,306.72,136.68,102.17
6/7/2019,175.51,304.25,138.55,103.83
6/10/2019,175.58,306.84,139.02,103.21
6/11/2019,174.62,306.16,139.78,102.7
6/12/2019,175.6,307.42,141.68,103.33
6/13/2019,176.71,305.24,140.71,104.1
6/14/2019,176.08,310.98,140.09,103.13
6/17/2019,178.39,306.63,139.44,106.1
6/18/2019,181.61,310.83,140.23,107.56
6/19/2019,182.77,320.48,140.45,108.17
6/20/2019,184.08,320.26,142.21,108.62
6/21/2019,187.11,312.55,142.09,109.45
6/24/2019,184.83,312.9,143.06,107.12
6/25/2019,184.44,305.08,144.24,106.89
6/26/2019,183.17,310.67,141.85,105.82
6/27/2019,184.02,313,140.69,107.28
6/28/2019,184.28,316.56,139.28,109.1
7/1/2019,186.35,315.53,139.36,109.73
7/2/2019,186.64,318.39,140.03,109.65
7/3/2019,188.58,307,142.14,110.93
7/5/2019,185.94,302.84,140.57,109.22
7/8/2019,182.24,307.97,140.97,107.74
7/9/2019,181.59,301.43,141.41,108.84
7/10/2019,182.27,291.82,141.21,108.53
7/11/2019,178,292.56,140.11,106.98
7/12/2019,174.93,298.2,134.3,105.52
7/15/2019,176.12,298.37,134.71,106.08
7/16/2019,177.47,299.42,132.5,105.47
7/17/2019,177.06,303.09,131.86,105.58
7/18/2019,179.54,298.11,132.07,106.45
7/19/2019,178.39,296.52,130.31,104.88
7/22/2019,175.89,309.26,128.64,105.12
7/23/2019,176.01,313.63,128.84,105.39
7/24/2019,175.77,303.42,129.78,105.68
7/25/2019,174.11,309.18,131.12,104.2
7/26/2019,175.34,306.04,130.73,105.32
7/29/2019,176.08,311.13,133.02,105.41
7/30/2019,176.45,304.76,132.08,106.36
7/31/2019,186.58,309.43,130.22,105.66
8/1/2019,186,305.24,130.29,106.38
8/2/2019,187.22,299.57,131.07,105.07
8/5/2019,181.5,300.26,130.16,102.29
8/6/2019,184.46,302.22,130.77,103.74
8/7/2019,183.54,309.87,130.21,104.02
8/8/2019,185.23,304.89,131.68,105.88
8/9/2019,196.25,295.87,132.04,105.48
8/12/2019,205.78,304.86,131.93,104.16
8/13/2019,206.12,293.53,133.42,105.38
8/14/2019,198.87,293.11,130.26,103.03
8/15/2019,199.31,296.85,130.54,102.68
8/16/2019,204.02,298.38,131.36,104.97
8/19/2019,206,296.03,132.25,106.16
8/20/2019,203.17,297.78,130.6,105.08
8/21/2019,203.94,295.02,131.53,106.04
8/22/2019,203.42,286.85,131.27,105.17
8/23/2019,199.08,284.73,127.73,102.41
8/26/2019,205.41,281.41,127.8,103.16
8/27/2019,206.49,287.64,129.64,102.22
8/28/2019,207.52,290.57,128.68,102.88
8/29/2019,206.98,290.05,128.24,103.62
8/30/2019,208.62,285.12,128.36,102.93
9/3/2019,205.52,286.5,128.74,101.15
9/4/2019,206.32,289.37,128.86,101.21
9/5/2019,207.65,292,128.58,102.39
9/6/2019,207.73,279,128.21,102.24
9/9/2019,202.34,283.72,126.95,101.83
9/10/2019,196.87,283.33,129.55,102.98
9/11/2019,195.84,284.18,131.17,104.76
9/12/2019,194,281.62,130.43,104.15
9/13/2019,195.47,285.89,130.78,104.2
9/16/2019,194.08,288.12,129.54,105.14
9/17/2019,196.72,285.06,129.67,105.19
9/18/2019,195.04,286.15,130.41,104.44
9/19/2019,195.65,295.87,130.11,104.63
9/20/2019,196.94,294.7,131.65,105.55
9/23/2019,197.76,289.71,131.74,104.63
9/24/2019,196.55,286.65,131.55,102.42
9/25/2019,196.06,281.31,130.99,102.13
9/26/2019,195.38,273.46,128.85,100.08
9/27/2019,194.94,277.4,128.6,99.3
9/30/2019,193.51,276.47,129.38,99.5
10/1/2019,193.19,274.13,129.99,98
10/2/2019,189.21,280.72,132,97.24
10/3/2019,192.62,282.93,131.19,98.79
10/4/2019,195.59,283.81,133.66,99.53
10/7/2019,197.17,285.1,133.16,99.41
10/8/2019,196.08,290.83,131.84,97.61
10/9/2019,196.69,298.36,129.22,97.75
10/10/2019,198.68,300.77,129.06,99
10/11/2019,200.8,305.44,131.33,100.24
10/14/2019,202.89,303.82,130.72,100.62
10/15/2019,204.66,299.4,132.84,102.46
10/16/2019,203.21,301.57,135.17,102.35
10/17/2019,203.56,300.19,136.17,103.03
10/18/2019,202.72,297.99,127.7,102.27
10/21/2019,202.93,301.31,128.02,103.58
10/22/2019,204.83,305.02,129.2,105.3
10/23/2019,203.32,305.77,129.9,105.64
10/24/2019,203.06,306.21,127.5,105.74
10/25/2019,203.05,308.56,128.35,105.59
10/28/2019,205.01,310.46,129.18,107
10/29/2019,208.99,311,129.12,107.46
10/30/2019,210.88,306.28,132.84,107.59
10/31/2019,213.25,310.48,132.04,107.34
11/1/2019,217.95,311.04,131.2,109.85
11/4/2019,214.41,332.6,130.23,109.5
11/5/2019,215.08,324.49,130.42,109.52
11/6/2019,216.4,326.39,130.96,108.31
11/7/2019,217.99,341.79,131.43,108.35
11/8/2019,221.11,344.28,133,110.36
11/11/2019,220.7,348.41,131.98,110.04
11/12/2019,221.31,348.3,131.35,110.38
11/13/2019,219.67,338.39,131.27,110.58
11/14/2019,218.5,344.87,130.96,109.85
11/15/2019,220.86,340.19,134.94,111.5
11/18/2019,220.67,344.46,134.83,111.24
11/19/2019,224.5,344.24,134.82,113.45
11/20/2019,225.51,350.78,135.94,113.96
11/21/2019,227.82,360.66,136.44,114.3
11/22/2019,230.74,366.82,138.07,115.41
11/25/2019,234.54,363.83,137.18,118.25
11/26/2019,234.39,371.58,137.17,118.48
11/27/2019,234.54,369,137.75,119.39
11/29/2019,234.72,366.08,137.49,119.65
12/2/2019,233.48,368.81,137.36,118.45
12/3/2019,232.77,369.97,137.16,119.15
12/4/2019,233.88,368.34,139.38,120.4
12/5/2019,233.41,372.26,139.56,118.86
12/6/2019,233.77,365.63,140.38,120.03
12/9/2019,232.82,367.67,140.5,119.41
12/10/2019,233.84,373.53,139.99,120.1
12/11/2019,234.01,372.16,140.98,119.48
12/12/2019,235.99,376.42,141.34,120.29
12/13/2019,236.74,376.01,141.38,120.63
12/16/2019,243.2,369.1,141.79,121.61
12/17/2019,242.84,371.36,143.56,120.99
12/18/2019,241.94,372.55,143.19,120.56
12/19/2019,241.84,375.62,145.35,121.15
12/20/2019,243.06,374.2,146.06,122.05
12/23/2019,243.03,376.51,146.44,122.92
12/24/2019,243.03,374.86,145.93,123.5
12/26/2019,241.9,373.32,145.83,122.58
12/27/2019,241.53,373.7,145.75,121.56
12/30/2019,240.27,,145.3,120.18
